"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";""
"12";"24";"Joar";"Solem";"M";"NOR";"DRAMMEN";"FE 2";"M Senior";"15:27.0";"9:40.0";"2015-05-23T12:29:06.6650000";"Drammen";""
"13";"95";"Petter";"Fagerhaug";"M";"NOR";"Lillehammer CK / NTG Lycra";"FE 2";"M Senior";"15:30.0";"9:43.0";"2015-05-23T13:05:32.0200000";"Gjerdrum";""
"13";"21";"Bård Sturla";"Stokke";"M";"NOR";"Oslostudentenes IK";"FE 2";"M Senior";"15:30.0";"9:43.0";"2015-05-23T12:27:35.8960000";"OSLO";""
"15";"18";"Bjørn";"Ballangrud";"M";"NOR";"Lillehammer CK / NTG Lillehammer";"FE 2";"M Senior";"15:37.0";"9:50.0";"2015-05-23T12:26:13.6540000";"Lillehammer";""
"16";"191";"Simen";"Smestad";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"15:39.0";"9:52.0";"2015-05-23T13:52:45.4580000";"Oslo";""
"17";"31";"Jon";"Bokrantz";"M";"SWE";"Göteborgs Stigcyklister";"FE 2";"M Senior";"15:48.0";"10:01.0";"2015-05-23T12:32:43.8070000";"Göteborg";""
"18";"5";"Niclas Stensrud";"Andersen";"M";"NOR";"Drøbak-Frogn IL Sykkel";"FE 2";"M Senior";"15:53.0";"10:06.0";"2015-05-23T12:19:40.9660000";"Drøbak";""
"19";"17";"Simon";"Johansson";"M";"SWE";"IK Hero";"FE 2";"M Senior";"15:56.0";"10:09.0";"2015-05-23T12:25:48.1270000";"Slependen";""
"20";"10";"Pål";"Nakken";"M";"NOR";"Molde CK";"FE 2";"M Senior";"16:00.0";"10:13.0";"2015-05-23T12:22:12.9250000";"Molde";""
"21";"15";"John Ola";"Buøy";"M";"NOR";"Orkla CK / Team Ibis";"FE 2";"M Senior";"16:08.0";"10:21.0";"2015-05-23T12:24:46.0620000";"Buvika";""
"22";"26";"Baard";"Hellebostad";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 2";"M Senior";"16:14.0";"10:27.0";"2015-05-23T12:30:14.7730000";"Borgen";""
"22";"19";"Øyvind";"Sætra";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"16:14.0";"10:27.0";"2015-05-23T12:26:58.8460000";"Sogndal";""
"24";"45";"Erlend Hegrum";"Askjer";"M";"NOR";"Horten og Omegn's Cykleklubb";"FE 2";"M Senior";"16:24.0";"10:37.0";"2015-05-23T12:39:46.6560000";"Horten";""
"24";"11";"Eirik";"Pettersen";"M";"NOR";"Lillehammer CK / Team Lillehammer Powered by Sport 1 og Scott";"FE 2";"M Senior";"16:24.0";"10:37.0";"2015-05-23T12:22:51.1040000";"Lillehammer";""
"26";"35";"Pål";"Grotnes";"M";"NOR";"Grenland SK";"FE 2";"M Senior";"16:29.0";"10:42.0";"2015-05-23T12:34:54.5130000";"Fredrikstad";""
"26";"181";"Erik";"Hægstad";"M";"NOR";"Fiskum IL / Team Lillehammer Powered by Sport 1 og Scott";"FE 2";"M Senior";"16:29.0";"10:42.0";"2015-05-23T13:47:44.9410000";"Lillehammer";""
"26";"174";"Fredrik";"Haraldseth";"M";"NOR";"Bærum OCK / Bull Ski & Kajakk";"FE 2";"M Senior";"16:29.0";"10:42.0";"2015-05-23T13:44:28.6910000";"Oslo";""
"29";"89";"Simen Kalnæs";"Danielsen";"M";"NOR";"Drøbak-Frogn IL Sykkel";"FE 2";"M Senior";"16:34.0";"10:47.0";"2015-05-23T13:01:48.9740000";"Drøbak";""
"30";"111";"Severin Poppe";"Midteide";"M";"NOR";"IK Hero";"FE 2";"M Senior";"16:38.0";"10:51.0";"2015-05-23T13:12:58.9530000";"ØSTERÅS";""
"31";"29";"Martin A";"Steen";"M";"NOR";"KROKKLEIVA";"FE 2";"M Senior";"16:39.0";"10:52.0";"2015-05-23T12:31:51.4680000";"KROKKLEIVA";""
"32";"39";"Morgan";"Bakken";"M";"NOR";"Kragerø SK";"FE 2";"M Senior";"16:45.0";"10:58.0";"2015-05-23T12:36:54.5280000";"Kragerø";""
"33";"33";"Jonas";"Lundin";"M";"SWE";"OSLO";"FE 2";"M Senior";"16:51.0";"11:04.0";"2015-05-23T12:34:02.8780000";"OSLO";""
"34";"88";"Tommy";"Folkøy";"M";"NOR";"DRØBAK";"FE 2";"M Senior";"16:59.0";"11:12.0";"2015-05-23T13:01:32.7710000";"DRØBAK";""
"35";"128";"Kristoffer";"Schie";"M";"NOR";"Nesodden SK";"FE 2";"M Senior";"17:00.0";"11:13.0";"2015-05-23T13:21:24.1460000";"NESODDTANGEN";""
"36";"41";"Eirik Lind";"Hånes";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"17:01.0";"11:14.0";"2015-05-23T12:37:51.7950000";"OSLO";""
"37";"164";"Jonas";"Olsson";"M";"NOR";"Hemsedal IL Sykkel / Mx-Training.Com";"FE 2";"M Senior";"17:06.0";"11:19.0";"2015-05-23T13:39:25.5100000";"HEMSEDAL";""
"38";"47";"Nikolai";"Sele";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 2";"M Senior";"17:07.0";"11:20.0";"2015-05-23T12:41:00.6660000";"SANDANE";""
"39";"34";"Tage Rickard";"Sundell";"M";"SWE";"SK Rye sykkel / Team Ibis";"FE 2";"M Senior";"17:15.0";"11:28.0";"2015-05-23T12:34:27.9230000";"LEIKANGER";""
"40";"46";"Anton";"Odbro";"M";"SWE";"Göteborgs Stigcyklister";"FE 2";"M Senior";"17:17.0";"11:30.0";"2015-05-23T12:40:32.5000000";"Göteborg";""
"41";"40";"Karsten";"Hjelseth";"M";"NOR";"OSLO";"FE 2";"M Senior";"17:24.0";"11:37.0";"2015-05-23T12:37:23.5050000";"Oslo";""
"42";"9";"Aslak";"Mørstad";"M";"NOR";"Bjørndal IF Sykkel / Team Letth";"FE 2";"M Senior";"17:26.0";"11:39.0";"2015-05-23T12:23:28.6020000";"Oslo";""
"43";"43";"Arild";"Gravdal";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"17:27.0";"11:40.0";"2015-05-23T12:39:02.6190000";"Øvre Ervik";""
"43";"155";"Steinar";"Willassen";"M";"NOR";"Hemsedal IL Sykkel";"FE 2";"M Senior";"17:27.0";"11:40.0";"2015-05-23T13:35:01.3110000";"Hemsedal";""
"45";"38";"Stian";"Rånes";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"17:30.0";"11:43.0";"2015-05-23T12:36:34.9830000";"Drammen";""
"45";"56";"Sander";"Solvær";"M";"NOR";"Kristiansands CK";"FE 2";"M Senior";"17:30.0";"11:43.0";"2015-05-23T12:45:30.3670000";"KRISTIANSAND S";""
"47";"59";"Lars";"Stensløkken";"M";"NOR";"Lillehammer CK";"FE 2";"M Senior";"17:34.0";"11:47.0";"2015-05-23T12:46:59.3470000";"LILLEHAMMER";""
"48";"132";"Manfred";"Kronbrink";"M";"SWE";"GÖTEBORG";"FE 2";"M Senior";"17:38.0";"11:51.0";"2015-05-23T13:23:40.2030000";"Göteborg";""
"48";"27";"Torjus Røn";"Sonerud";"M";"NOR";"Lørenskog CK";"FE 2";"M Senior";"17:38.0";"11:51.0";"2015-05-23T12:30:54.8510000";"FINSTADJORDET";""
"48";"81";"Thomas";"Svendsen";"M";"NOR";"OSLO";"FE 2";"M Senior";"17:38.0";"11:51.0";"2015-05-23T12:57:58.5620000";"OSLO";""
"51";"49";"Anders Brun";"HENNUM";"M";"NOR";"NTG Lillehammer";"FE 2";"M Senior";"17:39.0";"11:52.0";"2015-05-23T12:43:02.2990000";"Lillehammer";""
"52";"16";"Frank Jonny";"Brenno";"M";"NOR";"Andebarkji TSK";"FE 2";"M Senior";"17:40.0";"11:53.0";"2015-05-23T12:25:31.4010000";"NESBYEN";""
"53";"52";"Oscar";"Smith";"M";"NOR";"Kristiansands CK";"FE 2";"M Senior";"17:44.0";"11:57.0";"2015-05-23T12:43:28.2120000";"KRISTIANSAND S";""
"54";"133";"George";"Jones";"M";"GBR";"Skullerud Sportsklubb";"FE 2";"M Senior";"17:46.0";"11:59.0";"2015-05-23T13:24:07.2970000";"Oslo";""
"55";"73";"Thomas";"Borthen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"17:47.0";"12:00.0";"2015-05-23T12:54:10.5710000";"Skedsmokorset";""
"56";"183";"Bjørnar";"Tomassen";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"17:48.0";"12:01.0";"2015-05-23T13:49:01.7160000";"NESTTUN";""
"57";"120";"Michal";"Wiecyk";"M";"POL";"TRONDHEIM";"FE 2";"M Senior";"17:53.0";"12:06.0";"2015-05-23T13:17:38.5620000";"TRONDHEIM";""
"58";"42";"Simen";"Thorvaldsen";"M";"NOR";"IK Hero / Merida";"FE 2";"M Senior";"17:54.0";"12:07.0";"2015-05-23T12:38:25.3050000";"OSLO";""
"59";"125";"Johannes";"LUND";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"17:56.0";"12:09.0";"2015-05-23T13:20:07.6910000";"Kaupanger";""
"60";"159";"Nikolai";"Fekjær";"M";"NOR";"Moss CK";"FE 2";"M Senior";"17:57.0";"12:10.0";"2015-05-23T13:37:02.2300000";"Saltnes";""
"61";"28";"Petter";"Strøm";"M";"NOR";"Sogn CK / Sti5";"FE 2";"M Senior";"17:59.0";"12:12.0";"2015-05-23T12:31:34.3110000";"Sogndal";""
"62";"109";"Jørgen";"Tollefsrud";"M";"NOR";"Hasle-Løren IL / Team Letth";"FE 2";"M Senior";"18:00.0";"12:13.0";"2015-05-23T13:12:09.3520000";"Oslo";""
"63";"115";"Kenneth";"Bjørseth";"M";"NOR";"Molde CK";"FE 2";"M Senior";"18:03.0";"12:16.0";"2015-05-23T13:14:58.4040000";"Molde";""
"64";"150";"Gaute Birkeland";"Kjellsen";"M";"NOR";"IF Frøy";"FE 2";"M Senior";"18:06.0";"12:19.0";"2015-05-23T13:32:29.0510000";"Oslo";""
"65";"30";"Olav";"Aga";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"18:21.0";"12:34.0";"2015-05-23T12:33:46.8510000";"BERGEN";""
"66";"25";"Even";"Braaten";"M";"NOR";"IK Hero / Team Nullstress";"FE 2";"M Senior";"18:22.0";"12:35.0";"2015-05-23T12:30:52.6880000";"Oslo";""
"67";"57";"Truls Kristian";"Syvertsen";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"18:28.0";"12:41.0";"2015-05-23T12:46:10.1910000";"Steinberg";""
"68";"68";"Sigurd Salberg";"PEDERSEN";"M";"NOR";"TVK";"FE 2";"M Senior";"18:30.0";"12:43.0";"2015-05-23T12:53:36.5610000";"Lillehammer";""
"69";"113";"Rune";"Tangen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"18:33.0";"12:46.0";"2015-05-23T13:14:10.0960000";"Gjerdrum";""
"70";"44";"Kristian";"Ertnes";"M";"NOR";"SOGNDAL";"FE 2";"M Senior";"18:41.0";"12:54.0";"2015-05-23T12:39:44.2390000";"Sogndal";""
"70";"55";"Mads";"Pedersen";"M";"NOR";"Kristiansands CK";"FE 2";"M Senior";"18:41.0";"12:54.0";"2015-05-23T12:45:15.7470000";"KRISTIANSAND";""
"72";"100";"Geir";"Nummedal";"M";"NOR";"Voss MTB Klubb";"FE 2";"M Senior";"18:48.0";"13:01.0";"2015-05-23T13:07:34.0390000";"OSLO";""
"72";"77";"Aleksander";"Ødegård";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"18:48.0";"13:01.0";"2015-05-23T12:56:17.6930000";"KONGSBERG";""
"72";"162";"Martin Norgård";"Vermundsberget";"M";"NOR";"Birk Sport";"FE 2";"M Senior";"18:48.0";"13:01.0";"2015-05-23T13:38:41.1380000";"OSLO";""
"75";"74";"Geir Vidar";"Bjørndalen";"M";"NOR";"Romeriksåsen SK";"FE 2";"M Senior";"18:49.0";"13:02.0";"2015-05-23T12:54:40.0370000";"Gjerdrum";""
"76";"53";"Alf Petter";"Syvertsen";"M";"NOR";"OSLO";"FE 2";"M Senior";"18:53.0";"13:06.0";"2015-05-23T12:44:08.6880000";"OSLO";""
"77";"67";"Jørgen";"Heir";"M";"NOR";"KONGSBERG";"FE 2";"M Senior";"18:54.0";"13:07.0";"2015-05-23T12:51:10.5460000";"Kongsberg";""
"78";"50";"Peter";"Lomsdalen";"M";"NOR";"Hadeland CK";"FE 2";"M Senior";"19:01.0";"13:14.0";"2015-05-23T12:42:54.3710000";"ENGER";""
"79";"106";"Christopher";"Condrup";"M";"NOR";"OSLO";"FE 2";"M Senior";"19:03.0";"13:16.0";"2015-05-23T13:10:31.4010000";"Oslo";""
"79";"62";"Jørgen Dølvik";"Husbyn";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 2";"M Senior";"19:03.0";"13:16.0";"2015-05-23T12:48:47.4500000";"Sandane";""
"81";"145";"Lukasz";"Szewczyk";"M";"POL";"Tasta & omegn sykkelklubb / Baker Hughes";"FE 2";"M Senior";"19:04.0";"13:17.0";"2015-05-23T13:30:15.5700000";"SOLA";""
"82";"69";"Peder";"Gaasø";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"19:15.0";"13:28.0";"2015-05-23T12:52:17.5790000";"OSLO";""
"83";"79";"Jostein";"Børresen";"M";"NOR";"Drammen CK / Nedre Buskerud Nerroverlag";"FE 2";"M Senior";"19:16.0";"13:29.0";"2015-05-23T12:57:16.5620000";"SOLBERGELVA";""
"83";"194";"Kristoffer Sagen";"Refsnes";"M";"NOR";"Kristiansands CK";"FE 2";"M Senior";"19:16.0";"13:29.0";"2015-05-23T13:56:18.9140000";"KRISTIANSAND";""
"83";"72";"Leiv";"Tvenning";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"19:16.0";"13:29.0";"2015-05-23T12:54:06.6420000";"BERGEN";""
"86";"76";"Øyvind";"Horgen";"M";"NOR";"Sande SpKl Sykkel";"FE 2";"M Senior";"19:20.0";"13:33.0";"2015-05-23T12:55:38.0160000";"SANDE I VESTFOLD";""
"86";"158";"Trygve August";"Nyborg";"M";"NOR";"OSLO";"FE 2";"M Senior";"19:20.0";"13:33.0";"2015-05-23T13:36:53.6990000";"Oslo";""
"88";"71";"Frank";"Seidel";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"19:21.0";"13:34.0";"2015-05-23T12:53:13.0960000";"Hvam";""
"89";"61";"Roy";"Ripe";"M";"NOR";"SK Rye sykkel / Team Ibis";"FE 2";"M Senior";"19:22.0";"13:35.0";"2015-05-23T12:48:23.2810000";"Fagerstrand";""
"90";"151";"Iver";"Skustad";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"19:26.0";"13:39.0";"2015-05-23T13:33:12.5000000";"Drammen";""
"91";"36";"Petter";"Saleen";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"19:28.0";"13:41.0";"2015-05-23T12:35:38.9460000";"";""
"92";"114";"Magnus Kalstad";"Forseth";"M";"NOR";"LILLEHAMMER";"FE 2";"M Senior";"19:30.0";"13:43.0";"2015-05-23T13:14:54.7450000";"LILLEHAMMER";""
"93";"60";"Andreas Kielland";"Hauge";"M";"NOR";"Solum TSK";"FE 2";"M Senior";"19:32.0";"13:45.0";"2015-05-23T12:47:56.9330000";"PORSGRUNN";""
"94";"172";"Morten";"Hofstad";"M";"NOR";"Nesset CK";"FE 2";"M Senior";"19:59.0";"14:12.0";"2015-05-23T13:44:13.8870000";"Oslo";""
"95";"196";"Andreas";"Hegrum";"M";"NOR";"HORTEN";"FE 2";"M Senior";"20:11.0";"14:24.0";"2015-05-23T13:55:39.1280000";"Horten";""
"96";"141";"Andreas";"Grytnes";"M";"NOR";"OSLO";"FE 2";"M Senior";"20:19.0";"14:32.0";"2015-05-23T13:28:18.9830000";"OSLO";""
"97";"117";"Joakim";"Karlsson";"M";"NOR";"OSLO";"FE 2";"M Senior";"20:22.0";"14:35.0";"2015-05-23T13:16:46.1430000";"OSLO";""
"97";"103";"Per Anders Myre";"Ulsaker";"M";"NOR";"BERGEN";"FE 2";"M Senior";"20:22.0";"14:35.0";"2015-05-23T13:09:22.1150000";"BERGEN";""
"99";"193";"Martin";"Høydahl";"M";"NOR";"Sandnessjøen OCK";"FE 2";"M Senior";"20:23.0";"14:36.0";"2015-05-23T13:54:12.1200000";"Bergen";""
"100";"119";"Magnus";"Grönberg";"M";"NOR";"Hemsedal IL Sykkel";"FE 2";"M Senior";"20:29.0";"14:42.0";"2015-05-23T13:16:58.6050000";"Hemsedal";""
"101";"175";"Sevat";"Molven";"M";"NOR";"HOKKSUND";"FE 2";"M Senior";"20:31.0";"14:44.0";"2015-05-23T13:45:42.4620000";"HOKKSUND";""
"102";"93";"Morten";"Westberg";"M";"NOR";"OSLO";"FE 2";"M Senior";"20:36.0";"14:49.0";"2015-05-23T13:04:44.3780000";"OSLO";""
"103";"102";"Håvard";"Arnstad";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"20:37.0";"14:50.0";"2015-05-23T13:08:51.6520000";"Oslo";""
"104";"112";"Christoffer";"Schack";"M";"NOR";"FMC Technologies";"FE 2";"M Senior";"20:48.0";"15:01.0";"2015-05-23T13:13:45.4750000";"KONGSBERG";""
"105";"87";"Sindre";"Rasmussen";"M";"NOR";"Gresvik IF";"FE 2";"M Senior";"20:58.0";"15:11.0";"2015-05-23T13:01:21.8840000";"Fredrikstad";""
"106";"166";"Ole";"Moksnes";"M";"NOR";"OSLO";"FE 2";"M Senior";"21:02.0";"15:15.0";"2015-05-23T13:40:49.1520000";"OSLO";""
"107";"192";"Jeff";"Webb";"M";"NOR";"IL Stjørdals-Blink";"FE 2";"M Senior";"21:03.0";"15:16.0";"2015-05-23T13:53:45.4900000";"Stjørdal";""
"108";"188";"Kristoffer";"Berdal";"M";"NOR";"IK Hero";"FE 2";"M Senior";"21:04.0";"15:17.0";"2015-05-23T13:52:02.6610000";"Oslo";""
"109";"177";"Daniel";"Holt";"M";"NOR";"OSLO";"FE 2";"M Senior";"21:05.0";"15:18.0";"2015-05-23T13:46:31.1100000";"OSLO";""
"110";"142";"Runar";"Sagerud";"M";"NOR";"Kolbotn SK";"FE 2";"M Senior";"21:22.0";"15:35.0";"2015-05-23T13:29:09.4600000";"Oppegård";""
"111";"134";"Lars Markus";"Sannebro";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"21:25.0";"15:38.0";"2015-05-23T13:24:59.4310000";"Kaupanger";""
"112";"140";"Andreas";"Vollheim";"M";"NOR";"Bogafjell Sykleklubb";"FE 2";"M Senior";"21:29.0";"15:42.0";"2015-05-23T13:27:55.0600000";"HAFRSFJORD";""
"113";"149";"Martin";"Pedersen";"M";"NOR";"Skeid / Letth";"FE 2";"M Senior";"21:32.0";"15:45.0";"2015-05-23T13:32:41.4030000";"OSLO";""
"114";"110";"Even";"Ingjær";"M";"NOR";"OSLO";"FE 2";"M Senior";"21:39.0";"15:52.0";"2015-05-23T13:13:20.7100000";"Oslo";""
"115";"123";"Lars-Petter";"Holm";"M";"NOR";"Eiker-Kvikk sykkel";"FE 2";"M Senior";"21:42.0";"15:55.0";"2015-05-23T13:19:31.7510000";"HOKKSUND";""
"116";"153";"Tom";"Ruud";"M";"NOR";"Lillehammer CK / Birk Sport AS";"FE 2";"M Senior";"21:50.0";"16:03.0";"2015-05-23T13:34:04.1340000";"Lillehammer";""
"117";"148";"Morten";"Ligård";"M";"NOR";"Kongsberg IF Sykkel";"FE 2";"M Senior";"22:16.0";"16:29.0";"2015-05-23T13:32:15.0220000";"Kongsberg";""
"118";"121";"Espen";"Karlsen";"M";"NOR";"Procon";"FE 2";"M Senior";"22:26.0";"16:39.0";"2015-05-23T13:18:21.2580000";"Stavanger";""
"119";"91";"Ola";"Engene";"M";"NOR";"Foreningen Frikransen";"FE 2";"M Senior";"22:29.0";"16:42.0";"2015-05-23T13:03:58.1390000";"VESTFOSSEN";""
"120";"160";"Tor Arne";"Holen";"M";"NOR";"TORP";"FE 2";"M Senior";"22:30.0";"16:43.0";"2015-05-23T13:38:03.5430000";"TORP";""
"121";"176";"Gavin";"Steder";"M";"NOR";"SKJETTEN";"FE 2";"M Senior";"22:54.0";"17:07.0";"2015-05-23T13:46:17.5980000";"SKJETTEN";""
"122";"107";"Jamieson";"Pothecary";"M";"NOR";"OSLO";"FE 2";"M Senior";"22:58.0";"17:11.0";"2015-05-23T13:11:43.9970000";"Oslo";""
"123";"143";"Åsmund";"Isaksen";"M";"NOR";"LANGESUND";"FE 2";"M Senior";"22:59.0";"17:12.0";"2015-05-23T13:29:56.2310000";"Langesund";""
"123";"190";"Stig Carlson";"Strandhagen";"M";"NOR";"BORGEN";"FE 2";"M Senior";"22:59.0";"17:12.0";"2015-05-23T13:53:09.8560000";"BORGEN";""
"125";"170";"Ådne";"Skjelstad";"M";"NOR";"OSLO";"FE 2";"M Senior";"23:08.0";"17:21.0";"2015-05-23T13:42:47.5770000";"oslo";""
"126";"129";"Marius";"Rønningen";"M";"NOR";"Brødrene Dahl AS";"FE 2";"M Senior";"23:10.0";"17:23.0";"2015-05-23T13:22:43.4070000";"SIGGERUD";""
"127";"179";"Daniel";"Richardson";"M";"NOR";"HAFRSFJORD";"FE 2";"M Senior";"23:14.0";"17:27.0";"2015-05-23T13:48:15.7610000";"HAFRSFJORD";""
"127";"195";"Nils Mo";"Storaas";"M";"NOR";"BERGEN";"FE 2";"M Senior";"23:14.0";"17:27.0";"2015-05-23T13:55:38.2850000";"Bergen";""
"129";"163";"Thomas";"Paulsen";"M";"NOR";"LYSAKER";"FE 2";"M Senior";"23:22.0";"17:35.0";"2015-05-23T13:39:46.1240000";"Lysaker";""
"130";"127";"Audun";"FOYN";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"23:34.0";"17:47.0";"2015-05-23T13:24:37.7610000";"OSLO";""
"131";"161";"Lars Kristian";"Günther";"M";"NOR";"Skjeberg CK";"FE 2";"M Senior";"23:48.0";"18:01.0";"2015-05-23T13:38:47.3000000";"DEGERNES";""
"132";"14";"Michael Overbeck";"Cook";"M";"NOR";"IK Hero";"FE 2";"M Senior";"25:09.0";"19:22.0";"2015-05-23T12:24:31.0310000";"Eidsvoll";""
"133";"171";"Magne";"Ilsaas";"M";"NOR";"OSLO";"FE 2";"M Senior";"25:43.0";"19:56.0";"2015-05-23T13:43:58.0860000";"OSLO";""
"134";"118";"Kjetil";"Haugersveen";"M";"NOR";"Eidanger IL / Luftetur";"FE 2";"M Senior";"26:02.0";"20:15.0";"2015-05-23T13:17:56.8250000";"Porsgrunn";""
"135";"187";"Anders";"Rustberggard";"M";"NOR";"FORNEBU";"FE 2";"M Senior";"26:42.0";"20:55.0";"2015-05-23T13:52:15.5450000";"Fornebu";""
"136";"189";"Sigurd";"Mellemsæter";"M";"NOR";"Oppdal SK";"FE 2";"M Senior";"27:22.0";"21:35.0";"2015-05-23T13:51:53.1000000";"Lillehammer";""
"137";"20";"Morten";"Mølsted";"M";"NOR";"Oslostudentenes IK / Trail Cartel";"FE 2";"M Senior";"29:30.0";"23:43.0";"2015-05-23T12:34:52.9110000";"Oslo";""
"138";"12";"Jan Helge";"Aalbu";"M";"NOR";"Sogn CK";"FE 2";"M Senior";"29:31.0";"23:44.0";"2015-05-23T12:23:23.0280000";"Sogndal";""
"139";"135";"Rufus";"Preiss";"M";"GBR";"Kragerø SK";"FE 2";"M Senior";"29:54.0";"24:07.0";"2015-05-23T13:26:16.0840000";"Stabbestad";""
"140";"108";"Anders";"Samnøy";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"30:09.0";"24:22.0";"2015-05-23T13:11:35.5690000";"Oslo";""
"141";"186";"Edgars";"C?rulis";"M";"LAT";"";"FE 2";"M Senior";"31:47.0";"26:00.0";"2015-05-23T13:50:35.4760000";"";""
"142";"185";"Edgars";"Abols";"M";"LAT";"Sandnes Sykleklubb";"FE 2";"M Senior";"32:07.0";"26:20.0";"2015-05-23T13:49:57.5090000";"Taurene";""
"143";"48";"Holm";"Grimsrud";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"47:24.0";"41:37.0";"2015-05-23T12:41:45.0870000";"OSLO";""
"144";"180";"Sondre";"Aannestad";"M";"NOR";"SELLEBAKK";"FE 2";"M Senior";"0:00.0";"";"";"SELLEBAKK";""
"145";"80";"Fredrik";"Arnesen";"M";"NOR";"MOSS";"FE 2";"M Senior";"0:00.0";"";"";"Moss";""
"145";"178";"Björn";"Asplund";"M";"NOR";"OSLO";"FE 2";"M Senior";"0:00.0";"";"";"Oslo";""
"145";"169";"Christoffer E";"Bakke";"M";"NOR";"Soon CK";"FE 2";"M Senior";"0:00.0";"";"";"HØLEN";""
"145";"99";"Stian";"Bergeland";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"165";"Philip Johannessen";"Bjørkesett";"M";"NOR";"IK Hero";"FE 2";"M Senior";"0:00.0";"";"";"Fornebu";""
"145";"124";"Trond";"Brudeseth";"M";"NOR";"Axess";"FE 2";"M Senior";"0:00.0";"";"";"MOLDE";""
"145";"84";"Vidar";"Folden";"M";"NOR";"OSLO";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"65";"Thomas";"Gajda Asbjørnhus";"M";"NOR";"Drammen CK";"FE 2";"M Senior";"0:00.0";"";"";"DRAMMEN";""
"145";"139";"Odd Magnus";"Guldal";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"0:00.0";"";"";"Oslo";""
"145";"137";"Rune";"Gundersen";"M";"NOR";"Bærum OCK";"FE 2";"M Senior";"0:00.0";"";"";"VOGNILL";""
"145";"156";"Even";"Hægland";"M";"NOR";"CK Henie";"FE 2";"M Senior";"0:00.0";"";"";"Os";""
"145";"64";"Niklas";"Halvorsen";"M";"NOR";"KRISTIANSAND S";"FE 2";"M Senior";"0:00.0";"";"";"Kristiansand S";""
"145";"86";"Sindre";"Hansen";"M";"NOR";"BERGEN";"FE 2";"M Senior";"0:00.0";"";"";"BERGEN";""
"145";"167";"Klaus Jørgen";"Kjærnet";"M";"NOR";"Hurtigruta Carglass AS";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"32";"Thomas";"Klingenberg";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"0:00.0";"";"";"Oslo";""
"145";"116";"Johannes Dvorak";"Lagos";"M";"NOR";"Bjørndal IF Sykkel / Probike/ Ibis Cycles";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"66";"Sven";"Leininger";"M";"NOR";"Bergen MTB Klubb";"FE 2";"M Senior";"0:00.0";"";"";"BERGEN";""
"145";"147";"Jon";"Lindgren";"M";"SWE";"Göteborgs Stigcyklister";"FE 2";"M Senior";"0:00.0";"";"";"Göteborg";""
"145";"173";"Terje";"Løvstad";"M";"NOR";"Romeriksåsen SK / Outdoorsport-Qloom";"FE 2";"M Senior";"0:00.0";"";"";"Gjerdrum";""
"145";"75";"John";"Magee";"M";"NOR";"Statoil";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"37";"Pål";"Neverdal";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"145";"168";"Kim";"Norgård";"M";"NOR";"IK Hero / Birk Sport";"FE 2";"M Senior";"0:00.0";"";"";"Oslo";""
"145";"157";"Aleksander";"Østerhus";"M";"NOR";"Kristiansands CK";"FE 2";"M Senior";"0:00.0";"";"";"Kristiansand";""
"145";"92";"Henrik";"Sagen";"M";"NOR";"BERGEN";"FE 2";"M Senior";"0:00.0";"";"";"bergen";""
