"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";""
"25";"51";"Carl";"Van Den Boom";"M";"NZL";"";"Heat 3";"Men";"8:58.4";"1:46.0";"2016-06-29T14:58:52.9050000";"";""
"26";"50";"Hakon";"Skålnes";"M";"NOR";"";"Heat 3";"Men";"9:08.6";"1:56.2";"2016-06-29T14:58:15.2450000";"";""
"27";"84";"Halvor";"Odden";"M";"NOR";"";"Heat 3";"Men";"9:09.3";"1:56.9";"2016-06-29T15:12:59.2200000";"";""
"28";"81";"Magnus";"Innerdal";"M";"NOR";"";"Heat 3";"Men";"9:10.0";"1:57.6";"2016-06-29T15:11:32.0570000";"";""
"29";"48";"Lars-Georg S.";"Paulsen";"M";"NOR";"";"Heat 3";"Men";"9:10.6";"1:58.2";"2016-06-29T14:57:31.6510000";"";""
"30";"70";"Petter";"Salen";"M";"NOR";"";"Heat 3";"Men";"9:19.0";"2:06.6";"2016-06-29T15:06:44.1020000";"";""
"31";"60";"Vegard Voll";"Bøyum";"M";"NOR";"";"Heat 3";"Men";"9:22.5";"2:10.1";"2016-06-29T15:02:25.9530000";"";""
"32";"7";"Tobias";"Utne";"M";"NOR";"";"Heat 3";"Boys 12-17";"9:26.9";"2:14.5";"2016-06-29T14:33:59.6360000";"";""
"33";"63";"Will";"Clark";"M";"GBR";"";"Heat 3";"Men";"9:27.0";"2:14.6";"2016-06-29T15:04:04.5730000";"";""
"34";"5";"Simen";"Aaslestad";"M";"NOR";"";"Heat 3";"Boys 12-17";"9:28.2";"2:15.8";"2016-06-29T14:32:49.6890000";"";""
"35";"55";"Johan";"Larsson";"M";"SWE";"";"Heat 3";"Men";"9:33.1";"2:20.7";"2016-06-29T15:00:08.7350000";"";""
"36";"56";"Jon";"Tøn";"M";"NOR";"";"Heat 3";"Men";"9:36.1";"2:23.7";"2016-06-29T15:00:31.2030000";"";""
"37";"85";"Rasmus Korvald";"Skaare";"M";"NOR";"";"Heat 3";"Men";"9:36.3";"2:23.9";"2016-06-29T15:13:35.4210000";"";""
"38";"72";"Frank";"Juklestad";"M";"NOR";"";"Heat 3";"Men";"9:46.0";"2:33.6";"2016-06-29T15:07:45.7740000";"";""
"39";"88";"Petter";"Hobbelstad";"M";"NOR";"";"Heat 3";"Men";"9:54.2";"2:41.8";"2016-06-29T15:15:03.1240000";"";""
"40";"58";"Andreas";"Nordheim";"M";"NOR";"";"Heat 3";"Men";"9:59.0";"2:46.6";"2016-06-29T15:01:21.7250000";"";""
"41";"87";"Morten";"Ente";"M";"NOR";"";"Heat 3";"Men";"10:02.7";"2:50.3";"2016-06-29T15:14:43.6790000";"";""
"42";"59";"John Torvald";"Indrebø";"M";"NOR";"";"Heat 3";"Men";"10:12.9";"3:00.5";"2016-06-29T15:02:01.4990000";"";""
"43";"83";"Bjørn";"Andreassen";"M";"NOR";"";"Heat 3";"Men";"10:15.3";"3:02.9";"2016-06-29T15:13:02.3680000";"";""
"44";"79";"Thomas";"Liane Stokka";"M";"NOR";"";"Heat 3";"Men";"10:15.8";"3:03.4";"2016-06-29T15:10:48.9670000";"";""
"45";"71";"Per";"Finne";"M";"NOR";"";"Heat 3";"Men";"10:20.8";"3:08.4";"2016-06-29T15:07:03.4660000";"";""
"46";"78";"Kristoffer";"Evensen";"M";"NOR";"";"Heat 3";"Men";"10:23.6";"3:11.2";"2016-06-29T15:10:13.5470000";"";""
"47";"69";"Fredrik";"Oma";"M";"NOR";"";"Heat 3";"Men";"10:27.7";"3:15.3";"2016-06-29T15:06:10.6100000";"";""
"48";"53";"Daniel";"Sapak";"M";"NOR";"";"Heat 3";"Men";"11:15.4";"4:03.0";"2016-06-29T14:59:45.5250000";"";""
"49";"6";"Mathias";"Juklestad";"M";"NOR";"";"Heat 3";"Boys 12-17";"12:28.1";"5:15.7";"2016-06-29T14:34:03.7570000";"";""
"50";"80";"Frode";"Bredesen";"M";"NOR";"0876";"Heat 3";"Men";"0:00.0";"";"";"0876";""
"50";"73";"Carsten";"Cleve-Hansen";"M";"NOR";"";"Heat 3";"Men";"0:00.0";"";"";"";""
"50";"47";"Christopher";"Ebbang";"M";"NOR";"";"Heat 3";"Men";"0:00.0";"";"";"";""
"50";"66";"Martin";"Johannessen";"M";"NOR";"";"Heat 3";"Men";"0:00.0";"";"";"";""
"50";"57";"Petter D.";"Nygaard";"M";"NOR";"";"Heat 3";"Men";"0:00.0";"";"";"";""
